name,full_name,age,club,club_id,league,league_id,height_ft,height_ft_decimal,weight_kg,position,secondary_positions,nationality,preferred_foot,potential,pace,shooting,passing,dribbling,defending,physicality,is_goalkeeper,schema
J. Gvardiol,Joško Gvardiol,23,Manchester City,10,Premier League,13,"6'1""",6.07,80,LB,"CB, LM",Croatia,Left,87,78.4,68.8,76.6,82.9,84.1,81.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Álex Baena,Álex Baena,23,Atlético Madrid,240,La Liga,53,"5'9""",5.71,70,LM,"ST, LW",Spain,Right,89,79.2,80.1,85.2,83.3,61.5,77.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Rúben Neves,Rúben Neves,28,Al Hilal,605,Pro League,350,"5'11""",5.91,83,CDM,CM,Portugal,Right,85,57.3,85.8,88,84.5,79.5,77.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Mamardashvili,Giorgi Mamardashvili,24,Liverpool,9,Premier League,13,"6'6""",6.53,88,GK,,Georgia,Left,87,84.1,81.1,72.1,80.7,48,84.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
A. Sørloth,Alexander Sørloth,29,Atlético Madrid,240,La Liga,53,"6'5""",6.4,94,ST,"RW, RM",Norway,Left,84,77.2,84.4,78.3,81.3,82.9,90.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Marc Cucurella,Marc Cucurella,26,Chelsea,5,Premier League,13,"5'9""",5.71,66,LB,,Spain,Left,85,75.5,64.2,81.6,82.4,82,89.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Watkins,Oliver Watkins,29,Aston Villa,2,Premier League,13,"5'11""",5.91,70,ST,,England,Right,84,77.3,85,79.3,81.8,85,76.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Locatelli,Manuel Locatelli,27,Juventus,45,Serie A,31,"6'1""",6.07,75,CDM,CM,Italy,Right,85,64.2,78.8,84.4,81.5,82.5,81.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Isco,Isco,33,Real Betis Balompié,449,La Liga,53,"5'9""",5.77,79,CAM,"LM, CM",Spain,Right,84,66.2,82.1,86.5,84.8,59.5,59.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. de Vrij,Stefan de Vrij,33,Inter,44,Serie A,31,"6'2""",6.2,78,CB,,Netherlands,Right,84,61.3,32.6,83.2,80.2,85.4,76.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Mahrez,Riyad Mahrez,34,Al Ahli SFC,112387,Pro League,350,"5'10""",5.87,67,RM,RW,Algeria,Left,84,78.8,81.8,80.7,86.6,34.5,78.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Orban,Willi Orbán,32,RB Leipzig,112172,Bundesliga,19,"6'1""",6.1,89,CB,,Hungary,Right,84,64,42.2,74.2,72.9,85.8,86,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Pavard,Benjamin Pavard,29,Olympique de Marseille,219,Ligue 1,16,"6'1""",6.1,81,CB,,France,Right,84,76,68.1,83.2,83,86.1,79.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Lukaku,Romelu Lukaku,32,Napoli,48,Serie A,31,"6'3""",6.27,94,ST,,Belgium,Left,84,79.4,84.5,80.3,80.5,83,94.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Szczęsny,Wojciech Szczęsny,35,FC Barcelona,241,La Liga,53,"6'5""",6.43,90,GK,,Poland,Right,84,82.1,83.1,75.1,82.7,47.7,84.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
A. Lookman,Ademola Lookman,27,Atalanta,39,Serie A,31,"5'9""",5.71,71,ST,CAM,Nigeria,Right,84,86.5,86.3,80.3,87.9,71,63.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Acerbi,Francesco Acerbi,37,Inter,44,Serie A,31,"6'4""",6.3,88,CB,,Italy,Left,84,54.6,22.4,79.2,81,86.6,83.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Dumfries,Denzel Dumfries,29,Inter,44,Serie A,31,"6'2""",6.17,80,RB,RM,Netherlands,Right,84,84.1,69,81.3,82.6,78.9,88.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Gakpo,Cody Gakpo,26,Liverpool,9,Premier League,13,"6'2""",6.2,76,LM,LW,Netherlands,Right,85,83.7,82.3,80.9,85.2,53.6,75.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Marmoush,Omar Marmoush,26,Manchester City,10,Premier League,13,"6'0""",6,81,ST,"CAM, LW",Egypt,Right,85,88.9,86.5,85.3,86.2,69,67.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Hancko,Dávid Hancko,27,Atlético Madrid,240,La Liga,53,"6'2""",6.17,82,CB,"LB, LM",Slovakia,Left,85,77.1,68.9,80.2,81.5,82.1,83.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Retegui,Mateo Retegui,26,Al Qadsiah FC,112391,Pro League,350,"6'1""",6.1,86,ST,,Italy,Right,84,72,85.7,78.3,81.4,85.9,81.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Chevalier,Lucas Chevalier,23,Paris Saint-Germain,73,Ligue 1,16,"6'2""",6.2,84,GK,,France,Right,88,84.1,79.1,73.1,84,49.3,80.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
A. Dovbyk,Artem Dovbyk,28,Roma,52,Serie A,31,"6'2""",6.2,78,ST,,Ukraine,Left,83,83.5,85.3,79.3,79.6,84.9,80.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Kean,Moise Kean,25,Fiorentina,110374,Serie A,31,"6'0""",6,72,ST,,Italy,Right,86,85.9,85.7,68.3,81.3,83,72.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
H. Ekitiké,Hugo Ekitiké,23,Liverpool,9,Premier League,13,"6'2""",6.2,70,ST,CAM,France,Right,88,86.3,81.5,82.3,85.5,77,69.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Gavi,Gavi,20,FC Barcelona,241,La Liga,53,"5'8""",5.68,70,CM,CAM,Spain,Right,89,75.2,75.8,83.3,85.8,78.7,84.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Rrahmani,Amir Rrahmani,31,Napoli,48,Serie A,31,"6'4""",6.3,75,CB,,Kosovo,Right,83,80.2,49.9,74.2,76.1,83.4,80.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Araujo,Ronald Araujo,26,FC Barcelona,241,La Liga,53,"6'2""",6.17,79,CB,RB,Uruguay,Right,86,84.3,54.8,73.2,74.4,81.7,87.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Aleix García,Aleix García,28,Bayer 04 Leverkusen,32,Bundesliga,19,"5'8""",5.68,68,CM,CDM,Spain,Right,83,64.2,78.6,86.5,85.1,77.2,68.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Modrić,Luka Modrić,39,AC Milan,47,Serie A,31,"5'8""",5.64,67,CM,"CAM, CDM",Croatia,Right,83,65.2,75.9,87.2,84.7,72.7,69.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Camavinga,Eduardo Camavinga,22,Real Madrid,243,La Liga,53,"6'1""",6.07,77,CM,"CDM, LB",France,Left,90,80.2,70.5,84.7,84.6,82.2,84.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Mikel Merino,Mikel Merino,29,Arsenal,1,Premier League,13,"6'2""",6.2,83,CM,ST,Spain,Left,83,63.2,79.5,81.8,83.8,82.7,82.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Joan García,Joan García,24,FC Barcelona,241,La Liga,53,"6'3""",6.27,79,GK,,Spain,Right,89,81.1,82.1,77.1,83,46,83.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
M. Kovačić,Mateo Kovačić,31,Manchester City,10,Premier League,13,"5'10""",5.84,77,CM,"CDM, CAM",Croatia,Right,83,64.2,77.5,84.4,84.7,77.2,77.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Torreira,Lucas Torreira,29,Galatasaray SK,325,Süper Lig,68,"5'5""",5.45,60,CDM,CM,Uruguay,Right,83,74.7,79.1,81.2,82.4,82.8,84.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Pedro Gonçalves,Pedro Gonçalves,27,Sporting CP,237,Primeira Liga,308,"5'8""",5.68,78,CAM,"LM, CM",Portugal,Right,83,77.8,84.3,84.1,83.8,65.9,66.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Murillo,Murillo,22,Nottingham Forest,14,Premier League,13,"5'11""",5.91,75,CB,,Brazil,Left,87,78.5,41.1,76.2,78.1,82.7,87.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Kulusevski,Dejan Kulusevski,25,Tottenham Hotspur,18,Premier League,13,"6'1""",6.1,80,CM,"RW, CAM",Sweden,Left,86,72.2,80.2,83.8,87,65.8,91.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Szoboszlai,Dominik Szoboszlai,24,Liverpool,9,Premier League,13,"6'1""",6.1,74,CAM,CM,Hungary,Right,86,78.4,80.9,84,83.1,67.4,74.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Iago Aspas,Iago Aspas,37,RC Celta,450,La Liga,53,"5'9""",5.77,67,RW,"ST, RM",Spain,Left,83,77.4,85,81.2,84.4,39.3,65.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Brandt,Julian Brandt,29,Borussia Dortmund,22,Bundesliga,19,"6'1""",6.07,83,CAM,CM,Germany,Right,83,72.5,79.5,85.3,84,48,68.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Giménez,José Giménez,30,Atlético Madrid,240,La Liga,53,"6'1""",6.07,79,CB,,Uruguay,Right,83,76.5,26.4,75.2,74.6,84.9,86,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Openda,Loïs Openda,25,Juventus,45,Serie A,31,"5'9""",5.74,79,ST,,Belgium,Right,85,95.3,83.3,75.3,81.7,78.9,80.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Lobotka,Stanislav Lobotka,30,Napoli,48,Serie A,31,"5'7""",5.58,68,CM,CDM,Slovakia,Right,83,67.2,75,84.3,83.2,80.8,88.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Bowen,Jarrod Bowen,28,West Ham United,19,Premier League,13,"5'9""",5.74,70,RM,"ST, RW",England,Left,83,76.3,83.5,78.9,82.5,53.4,82.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Sels,Matz Sels,33,Nottingham Forest,14,Premier League,13,"6'2""",6.17,75,GK,,Belgium,Right,83,82.1,80.1,79.1,82,36,83.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
Palhinha,Palhinha,29,Tottenham Hotspur,18,Premier League,13,"6'3""",6.23,83,CDM,CM,Portugal,Right,83,57.2,80.1,76.4,77.4,85,84.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Gordon,Anthony Gordon,24,Newcastle United,13,Premier League,13,"6'0""",6,72,LW,"RW, LM",England,Right,86,90.5,80.7,80.3,83.5,40,73.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Trossard,Leandro Trossard,30,Arsenal,1,Premier League,13,"5'7""",5.61,67,LW,"ST, LM",Belgium,Right,83,81.3,82.3,80.6,84.2,18.1,65.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Ferran Torres,Ferran Torres,25,FC Barcelona,241,La Liga,53,"6'0""",6.04,77,LW,"RW, ST, LM",Spain,Right,86,83.2,82.8,80.9,83.2,34,70.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Coman,Kingsley Coman,29,Al Nassr,112139,Pro League,350,"5'11""",5.94,75,LM,"RM, LW",France,Right,83,87.3,76.7,79.2,86.6,39.1,64.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Le Normand,Robin Le Normand,28,Atlético Madrid,240,La Liga,53,"6'2""",6.14,80,CB,,Spain,Right,85,68.5,21.2,81.2,79.1,84.3,82.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
P. Hincapié,Piero Hincapié,23,Arsenal,1,Premier League,13,"6'0""",6.04,77,CB,"LB, LM",Ecuador,Left,89,87.6,58.3,78.2,78.6,83.8,82.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Eze,Eberechi Eze,27,Arsenal,1,Premier League,13,"5'10""",5.84,67,CAM,"LW, ST",England,Right,84,74,80.2,82.5,86.1,52.1,67.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Kamara,Boubacar Kamara,25,Aston Villa,2,Premier League,13,"6'0""",6.04,68,CDM,CM,France,Right,85,64.4,66.7,80.5,80.5,84.6,80.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Álex Remiro,Álex Remiro,30,Real Sociedad,457,La Liga,53,"6'3""",6.27,79,GK,,Spain,Right,84,83.1,78.1,80.1,82,45,84.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
Matheus Cunha,Matheus Cunha,26,Manchester United,11,Premier League,13,"6'0""",6,76,CAM,"LW, ST",Brazil,Right,85,77.2,83.6,80.3,84.6,43.4,74.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Partey,Thomas Partey,32,Villarreal CF,483,La Liga,53,"6'1""",6.07,77,CDM,"CM, RB",Ghana,Right,83,60.9,83.9,84.1,80.7,81.8,80.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Ronaldo Cabrais,Ronaldo Cabrais,29,Botafogo,517,Série A,7,"5'10""",5.81,75,CAM,"RM, CM",Brazil,Right,83,88.8,78.5,83,84.2,39.5,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Balde,Balde,21,FC Barcelona,241,La Liga,53,"5'9""",5.74,69,LB,LM,Spain,Left,87,90.8,48.2,82.1,80.7,78.5,77.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Ayoze,Ayoze,31,Villarreal CF,483,La Liga,53,"5'10""",5.84,66,ST,CAM,Spain,Right,83,86.7,84.7,84.3,83.5,81.1,60.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Milenković,Nikola Milenković,27,Nottingham Forest,14,Premier League,13,"6'5""",6.4,90,CB,,Serbia,Right,84,53.8,34.2,73.2,77.3,84.2,88.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Zubimendi,Zubimendi,26,Arsenal,1,Premier League,13,"5'11""",5.91,74,CDM,CM,Spain,Right,87,66.3,64.7,83.1,83.5,81.9,76.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. White,Benjamin White,27,Arsenal,1,Premier League,13,"6'1""",6.07,77,RB,,England,Right,83,70,28.5,78.5,81.8,83,78.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Stiller,Angelo Stiller,24,VfB Stuttgart,36,Bundesliga,19,"6'0""",6,77,CDM,CM,Germany,Left,87,51.9,72,86.2,85.1,77.6,73.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Frimpong,Jeremie Frimpong,24,Liverpool,9,Premier League,13,"5'8""",5.64,65,RB,"RM, RW",Netherlands,Right,85,94,60.2,80.5,83.8,74,85.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Mancini,Gianluca Mancini,29,Roma,52,Serie A,31,"6'3""",6.23,77,CB,,Italy,Right,83,73.5,37.3,70.2,81.1,84.1,82.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Baumann,Oliver Baumann,35,TSG 1899 Hoffenheim,10029,Bundesliga,19,"6'2""",6.14,82,GK,,Germany,Right,83,83.1,81.1,78.1,82.7,39,80.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
H. Mkhitaryan,Henrikh Mkhitaryan,36,Inter,44,Serie A,31,"5'10""",5.81,75,CM,,Armenia,Right,83,75.2,80.1,84,84.5,74.7,84.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Di Lorenzo,Giovanni Di Lorenzo,31,Napoli,48,Serie A,31,"6'0""",6,82,RB,"CB, RM",Italy,Right,83,84.4,69,77.9,79.3,79.1,90.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Mané,Sadio Mané,33,Al Nassr,112139,Pro League,350,"5'9""",5.71,69,LM,"RM, ST, LW",Senegal,Right,83,82.1,82.3,78.7,84.5,56.1,79.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Iñaki Williams,Iñaki Williams,31,Athletic Club,448,La Liga,53,"6'1""",6.1,80,RM,"ST, RW",Ghana,Right,83,93.6,83.8,75.2,82,53.4,88.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
İ. Gündoğan,İlkay Gündoğan,34,Galatasaray SK,325,Süper Lig,68,"5'11""",5.91,80,CM,"CDM, CAM",Germany,Right,83,54.2,78.8,84.6,83.6,78.2,67.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Hjulmand,Morten Hjulmand,26,Sporting CP,237,Primeira Liga,308,"6'1""",6.07,78,CDM,CM,Denmark,Right,86,70.7,81.2,80.9,80.5,81.3,85.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Rabiot,Adrien Rabiot,30,AC Milan,47,Serie A,31,"6'3""",6.27,80,CAM,CM,France,Left,83,80,82.6,84.1,82,78,83.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Aké,Nathan Aké,30,Manchester City,10,Premier League,13,"5'11""",5.91,75,CB,"LB, LM",Netherlands,Left,83,71.3,51.3,80.2,81.9,83.6,79,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Kubo,Takefusa Kubo,24,Real Sociedad,457,La Liga,53,"5'8""",5.68,64,RM,RW,Japan,Left,86,86.8,79.7,78.6,84.1,47.2,73.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Rafa,Rafa,32,Beşiktaş JK,327,Süper Lig,68,"5'8""",5.64,66,CAM,"ST, LM",Portugal,Right,82,89.3,79.1,80,83.3,52.4,53.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Zambo Anguissa,André-Frank Zambo Anguissa,29,Napoli,48,Serie A,31,"6'0""",6.04,83,CM,CAM,Cameroon,Right,82,76.2,79.8,81.4,82.2,80.2,89.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Rogers,Morgan Rogers,22,Aston Villa,2,Premier League,13,"6'2""",6.17,80,CAM,"RM, LM, CM",England,Right,86,76.4,79.5,82,84.1,66.2,78.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Raum,David Raum,27,RB Leipzig,112172,Bundesliga,19,"5'11""",5.94,83,LB,LM,Germany,Left,83,86.2,60.7,83.9,78.7,75.7,89.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Joelinton,Joelinton,28,Newcastle United,13,Premier League,13,"6'1""",6.1,81,CM,"LW, LM",Brazil,Right,82,78.2,73.5,81.5,83.8,84.2,89.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Goretzka,Leon Goretzka,30,FC Bayern München,21,Bundesliga,19,"6'2""",6.2,82,CM,"CDM, CAM",Germany,Right,82,81.2,82,83.1,82.7,84.2,69.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Laimer,Konrad Laimer,28,FC Bayern München,21,Bundesliga,19,"5'11""",5.91,72,RB,"CDM, CM, RM",Austria,Right,82,82.2,65.2,78.3,80.2,80.1,79.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Mateta,Jean-Philippe Mateta,28,Crystal Palace,1799,Premier League,13,"6'4""",6.3,88,ST,,France,Right,82,75.2,85,78.3,81.5,76,86.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. David,Jonathan David,25,Juventus,45,Serie A,31,"5'10""",5.84,81,ST,,Canada,Right,85,81.4,84.1,76.3,82,77,77.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. De Ketelaere,Charles De Ketelaere,24,Atalanta,39,Serie A,31,"6'4""",6.3,79,CAM,"ST, CM",Belgium,Left,86,70.7,80.1,82.7,83.4,58.7,67.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Götze,Mario Götze,33,Eintracht Frankfurt,1824,Bundesliga,19,"5'9""",5.77,72,CM,"CAM, RM, CDM",Germany,Right,82,53.2,77.8,87.1,86.2,55.5,75.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Guéhi,Marc-Israel Guéhi,24,Crystal Palace,1799,Premier League,13,"6'0""",5.97,82,CB,,England,Right,84,69.1,34.5,79.2,80,83.1,79.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Gnabry,Serge Gnabry,29,FC Bayern München,21,Bundesliga,19,"5'9""",5.77,77,LM,"RM, ST, CAM",Germany,Right,82,79.9,84.2,79.3,83.4,42.7,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Vicario,Guglielmo Vicario,28,Tottenham Hotspur,18,Premier League,13,"6'4""",6.36,76,GK,,Italy,Right,84,83.1,78.1,78.1,83,51.7,80.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
A. Buongiorno,Alessandro Buongiorno,26,Napoli,48,Serie A,31,"6'3""",6.23,86,CB,,Italy,Left,86,71.7,40.5,74.2,78.3,83.5,80.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Anton,Waldemar Anton,28,Borussia Dortmund,22,Bundesliga,19,"6'2""",6.2,86,CB,,Germany,Right,82,72.5,53.5,79.2,76.8,83.1,85.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Lukébakio,Dodi Lukébakio,27,SL Benfica,234,Primeira Liga,308,"6'2""",6.14,77,RM,"RW, ST",Belgium,Left,82,86.6,81.5,76.6,84.1,35.4,72.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Robinson,Antonee Robinson,27,Fulham FC,144,Premier League,13,"6'0""",6,70,LB,LM,United States,Left,82,88.4,49.8,79,78.8,78.3,90.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Orsolini,Riccardo Orsolini,28,Bologna,189,Serie A,31,"6'0""",6,83,RM,RW,Italy,Left,82,79.7,80.7,79.5,82.9,46.5,74.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Budimir,Ante Budimir,33,CA Osasuna,479,La Liga,53,"6'3""",6.23,75,ST,,Croatia,Left,82,59.2,84.7,82.3,81.9,86.9,84.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Romero,Cristian Romero,27,Tottenham Hotspur,18,Premier League,13,"6'1""",6.07,79,CB,,Argentina,Right,84,67.8,42.7,76.2,74.9,83.6,85.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Koch,Robin Koch,28,Eintracht Frankfurt,1824,Bundesliga,19,"6'4""",6.3,85,CB,,Germany,Right,82,71.3,51.4,81.2,79,82.5,82.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Mittelstädt,Maximilian Mittelstädt,28,VfB Stuttgart,36,Bundesliga,19,"5'11""",5.91,71,LB,LM,Germany,Left,82,81.5,60.2,83.7,78.8,78.1,84.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
V. Pavlidis,Vangelis Pavlidis,26,SL Benfica,234,Primeira Liga,308,"6'1""",6.1,80,ST,CAM,Greece,Right,84,79.1,83.1,75.3,82.3,80,82.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
F. Schär,Fabian Schär,33,Newcastle United,13,Premier League,13,"6'2""",6.17,84,CB,,Switzerland,Right,82,51.1,64.6,80.2,80.9,83.7,80.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Éderson,Éderson,25,Atalanta,39,Serie A,31,"6'0""",5.97,86,CM,,Brazil,Right,85,78.2,72.6,82.4,82.4,83.8,89.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Gibbs-White,Morgan Gibbs-White,25,Nottingham Forest,14,Premier League,13,"5'10""",5.87,66,CAM,ST,England,Right,84,75.7,78,84,83.7,59.6,71.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Provedel,Ivan Provedel,31,Lazio,46,Serie A,31,"6'4""",6.3,84,GK,,Italy,Right,82,83.1,79.1,80.1,81,42,83.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
G. Rulli,Gerónimo Rulli,33,Olympique de Marseille,219,Ligue 1,16,"6'2""",6.2,84,GK,,Argentina,Right,82,82.1,77.1,80.1,81.7,54,81.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
D. Vlahović,Dušan Vlahović,25,Juventus,45,Serie A,31,"6'3""",6.23,88,ST,,Serbia,Left,85,77.9,84.6,75.3,81.7,81.9,86.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Timber,Jurriën Timber,24,Arsenal,1,Premier League,13,"5'10""",5.87,78,RB,"LB, CB, RM",Netherlands,Right,85,76.2,41.3,77.9,80.4,81.2,79.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Pau Cubarsí,Pau Cubarsí,18,FC Barcelona,241,La Liga,53,"6'0""",6.04,69,CB,,Spain,Right,88,72.7,50.1,85.2,82.2,83.7,79.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Sané,Leroy Sané,29,Galatasaray SK,325,Süper Lig,68,"6'0""",6,80,RM,"LM, RW",Germany,Left,82,87.7,80.7,78,84.1,45.6,74,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Fabinho,Fabinho,31,Al Ittihad,607,Pro League,350,"6'2""",6.17,78,CDM,CM,Brazil,Right,82,55.9,80.8,82.7,80,81.8,81.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Stones,John Stones,31,Manchester City,10,Premier League,13,"6'2""",6.17,80,CB,RB,England,Right,82,64.2,58.1,82.2,80.8,84.2,79.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Oyarzabal,Oyarzabal,28,Real Sociedad,457,La Liga,53,"5'11""",5.94,78,ST,"LM, LW",Spain,Left,82,77.2,83.6,84.3,83.3,75,57.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Y. Bounou,Yassine Bounou,34,Al Hilal,605,Pro League,350,"6'5""",6.4,78,GK,,Morocco,Left,82,81.1,82.1,76.1,82,37.7,82.1,TRUE,DIV|HAN|KIC|REF|SPD|POS
D. Sánchez,Davinson Sánchez,29,Galatasaray SK,325,Süper Lig,68,"6'2""",6.14,81,CB,,Colombia,Right,82,83.9,66.7,76.2,76.8,81.5,88.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Trincão,Trincão,25,Sporting CP,237,Primeira Liga,308,"6'0""",6.04,74,CAM,"RM, RW, ST",Portugal,Left,84,80.1,81.5,81,84,38.6,70.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Ibañez,Ibañez,26,Al Ahli SFC,112387,Pro League,350,"6'1""",6.07,73,CB,,Brazil,Right,84,87.2,31.7,66.2,77.8,83,85.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Havertz,Kai Havertz,26,Arsenal,1,Premier League,13,"6'4""",6.33,82,ST,"CM, CAM",Germany,Left,84,71.8,81.3,82.3,83.7,81,75.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Romagnoli,Alessio Romagnoli,30,Lazio,46,Serie A,31,"6'1""",6.07,75,CB,,Italy,Left,82,64.2,31.9,73.2,78.1,83.8,81.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
