type,name,country1,country2,country3,country4,country5,country6,country7,country8,country9,country10,country11,country12,country13,country14,country15,country16,country17,country18,country19,country20,country21
surname,Bandarenka,Belarus,,,,,,,,,,,,,,,,,,,,
surname,Bar,Israel,,,,,,,,,,,,,,,,,,,,
surname,Baran,Poland,,,,,,,,,,,,,,,,,,,,
surname,Baranauskas,Lithuania,,,,,,,,,,,,,,,,,,,,
surname,Baranov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Barbieri,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Barbosa,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Barbu,Moldova,Romania,,,,,,,,,,,,,,,,,,,
surname,Barda,Israel,,,,,,,,,,,,,,,,,,,,
surname,Bardhi,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
surname,Barlow,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Barnes,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Barseghyan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Barta,Czechia,Hungary,,,,,,,,,,,,,,,,,,,
surname,Bartolo,Malta,,,,,,,,,,,,,,,,,,,,
surname,Bartos,Slovakia,,,,,,,,,,,,,,,,,,,,
surname,Basile,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Bauer,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
surname,Baumann,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
surname,Bautista,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Baxter,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
surname,Bayramov,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Beattie,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Becker,Germany,,,,,,,,,,,,,,,,,,,,
surname,Begic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Bejenaru,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Bekbolatov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Bekmurat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Bekturov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Bell,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
surname,Belov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Belyayev,Russia,,,,,,,,,,,,,,,,,,,,
surname,Ben David,Israel,,,,,,,,,,,,,,,,,,,,
surname,Benes,Czechia,Slovakia,,,,,,,,,,,,,,,,,,,
surname,Benjaminsen,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Bennett,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Benoit,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
surname,Berg,Faroe Islands,Norway,Sweden,,,,,,,,,,,,,,,,,,
surname,Berger,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
surname,Berggren,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Berglund,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Bergqvist,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Bergstrom,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Beridze,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Berisha,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
surname,Bernard,Belgium,France,Liechtenstein,Luxembourg,Monaco,Switzerland,,,,,,,,,,,,,,,
surname,Berzins,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Besic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Bevan,Wales,,,,,,,,,,,,,,,,,,,,
surname,Bezzina,Malta,,,,,,,,,,,,,,,,,,,,
surname,Bialek,Poland,,,,,,,,,,,,,,,,,,,,
surname,Bianchi,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Biro,Hungary,Moldova,Romania,,,,,,,,,,,,,,,,,,
surname,Biton,Israel,,,,,,,,,,,,,,,,,,,,
surname,Bjarnason,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Bjerke,Norway,,,,,,,,,,,,,,,,,,,,
surname,Bjork,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Bjorklund,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Bjornsen,Norway,,,,,,,,,,,,,,,,,,,,
surname,Black,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Blagojevic,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
surname,Blanc,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,,
surname,Blanco,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Blazevic,Croatia,,,,,,,,,,,,,,,,,,,,
surname,Blom,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Bobrov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Boer,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Bogdan,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Bogdanov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Bogdanovski,North Macedonia,,,,,,,,,,,,,,,,,,,,
surname,Bohnert,Luxembourg,,,,,,,,,,,,,,,,,,,,
surname,Bolkvadze,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Bondar,Ukraine,,,,,,,,,,,,,,,,,,,,
surname,Bondarenko,Ukraine,,,,,,,,,,,,,,,,,,,,
surname,Bonello,Malta,,,,,,,,,,,,,,,,,,,,
surname,Booth,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Borg,Malta,,,,,,,,,,,,,,,,,,,,
surname,Borislavov,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Borisov,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Borkowski,Poland,,,,,,,,,,,,,,,,,,,,
surname,Borodin,Russia,,,,,,,,,,,,,,,,,,,,
surname,Bos,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Boskovic,Montenegro,,,,,,,,,,,,,,,,,,,,
surname,Bosman,Belgium,Netherlands,,,,,,,,,,,,,,,,,,,
surname,Botnari,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Boyce,Northern Ireland,,,,,,,,,,,,,,,,,,,,
surname,Boyko,Ukraine,,,,,,,,,,,,,,,,,,,,
surname,Boyle,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
surname,Bozic,Slovenia,,,,,,,,,,,,,,,,,,,,
surname,Bozkurt,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Bozovic,Montenegro,,,,,,,,,,,,,,,,,,,,
surname,Bradley,Northern Ireland,,,,,,,,,,,,,,,,,,,,
surname,Bradshaw,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Braga,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Brandt,Germany,,,,,,,,,,,,,,,,,,,,
surname,Braun,Austria,Germany,Liechtenstein,Luxembourg,,,,,,,,,,,,,,,,,
surname,Bregar,Slovenia,,,,,,,,,,,,,,,,,,,,
surname,Brennan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Breuer,Germany,,,,,,,,,,,,,,,,,,,,
surname,Briedis,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Brierley,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Briffa,Malta,,,,,,,,,,,,,,,,,,,,
surname,Briggs,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Brooks,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Brouwer,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Brown,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
surname,Brozovic,Croatia,,,,,,,,,,,,,,,,,,,,
surname,Bruckner,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
surname,Brunner,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
surname,Bruno,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Bugeja,Malta,,,,,,,,,,,,,,,,,,,,
surname,Bulut,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Burke,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Burns,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Burton,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Butkus,Lithuania,,,,,,,,,,,,,,,,,,,,
surname,Butler,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Buttigieg,Malta,,,,,,,,,,,,,,,,,,,,
surname,Bykau,Belarus,,,,,,,,,,,,,,,,,,,,
surname,Bykov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Byrne,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Bytyqi,Kosovo,,,,,,,,,,,,,,,,,,,,
surname,Caballero,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Cachia,Malta,,,,,,,,,,,,,,,,,,,,
surname,Cairns,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Cakir,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Calleja,Malta,,,,,,,,,,,,,,,,,,,,
surname,Camilleri,Malta,,,,,,,,,,,,,,,,,,,,
surname,Campbell,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Campos,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
surname,Cani,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
surname,Caraman,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Cardoso,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Carlsen,Denmark,Norway,,,,,,,,,,,,,,,,,,,
surname,Carmona,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Carr,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Carter,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Caruana,Malta,,,,,,,,,,,,,,,,,,,,
surname,Caruso,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Carvalho,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Cassar,Malta,,,,,,,,,,,,,,,,,,,,
surname,Castro,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
surname,Cathcart,Northern Ireland,,,,,,,,,,,,,,,,,,,,
surname,Cauchi,Malta,,,,,,,,,,,,,,,,,,,,
surname,Cazac,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Cebotari,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Ceferov,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Celik,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Ceric,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Cerne,Slovenia,,,,,,,,,,,,,,,,,,,,
surname,Cerny,Czechia,Slovakia,,,,,,,,,,,,,,,,,,,
surname,Cesnauskis,Lithuania,,,,,,,,,,,,,,,,,,,,
surname,Cetin,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Chakvetadze,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Chambers,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Chanturia,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Chapman,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Charalambous,Cyprus,,,,,,,,,,,,,,,,,,,,
surname,Charles,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Charnyshou,Belarus,,,,,,,,,,,,,,,,,,,,
surname,Chatzis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Chernov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Chernyshov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Chkheidze,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Chmielewski,Poland,,,,,,,,,,,,,,,,,,,,
surname,Christensen,Denmark,,,,,,,,,,,,,,,,,,,,
surname,Christiansen,Norway,,,,,,,,,,,,,,,,,,,,
surname,Christodoulou,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Christofi,Cyprus,,,,,,,,,,,,,,,,,,,,
surname,Ciobanu,Moldova,Romania,,,,,,,,,,,,,,,,,,,
surname,Cirulis,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Clark,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
surname,Clarke,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Claus,Belgium,Germany,,,,,,,,,,,,,,,,,,,
surname,Clausen,Denmark,,,,,,,,,,,,,,,,,,,,
surname,Cohen,Israel,,,,,,,,,,,,,,,,,,,,
surname,Cojocaru,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Coleman,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Coles,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Colin,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Collins,England,Gibraltar,Northern Ireland,Republic of Ireland,,,,,,,,,,,,,,,,,
surname,Colombo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Connolly,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Constantin,Moldova,Romania,,,,,,,,,,,,,,,,,,,
surname,Conte,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Conti,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Cook,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Cooper,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Coppola,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Cornet,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Correia,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Costa,Italy,Portugal,San Marino,,,,,,,,,,,,,,,,,,
surname,Courtois,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Cox,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Craciun,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Craig,Northern Ireland,,,,,,,,,,,,,,,,,,,,
surname,Crawford,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Cross,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Cruz,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
surname,Cuesta,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Cullen,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Cunningham,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
surname,Cutajar,Malta,,,,,,,,,,,,,,,,,,,,
surname,Czarnecki,Poland,,,,,,,,,,,,,,,,,,,,
surname,Da Silva,Luxembourg,,,,,,,,,,,,,,,,,,,,
surname,Dabrowski,Poland,,,,,,,,,,,,,,,,,,,,
surname,Daems,Belgium,,,,,,,,,,,,,,,,,,,,
surname,Dahan,Israel,,,,,,,,,,,,,,,,,,,,
surname,Dahl,Norway,Sweden,,,,,,,,,,,,,,,,,,,
surname,Dallas,Northern Ireland,,,,,,,,,,,,,,,,,,,,
surname,Dalli,Malta,,,,,,,,,,,,,,,,,,,,
surname,Dalton,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Daly,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Damascan,Moldova,,,,,,,,,,,,,,,,,,,,
surname,Danielsen,Denmark,Faroe Islands,Norway,,,,,,,,,,,,,,,,,,
surname,Danielyan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Danilov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Dauletov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Davidsen,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Davidson,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Davies,Wales,,,,,,,,,,,,,,,,,,,,
surname,Davtyan,Armenia,,,,,,,,,,,,,,,,,,,,
surname,Davydov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Dawson,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Dayan,Israel,,,,,,,,,,,,,,,,,,,,
surname,De Boer,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,De Bruijn,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,De Bruyne,Belgium,,,,,,,,,,,,,,,,,,,,
surname,De Clercq,Belgium,,,,,,,,,,,,,,,,,,,,
surname,De Graaf,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,De Groot,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,De Jong,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,De Luca,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,De Ridder,Belgium,,,,,,,,,,,,,,,,,,,,
surname,De Santis,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,De Smet,Belgium,,,,,,,,,,,,,,,,,,,,
surname,De Vries,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,De Wit,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Dean,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Debono,Malta,,,,,,,,,,,,,,,,,,,,
surname,Dedic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Dekker,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Delacroix,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Delgado,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Delic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Demir,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Demirel,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Demyanenko,Ukraine,,,,,,,,,,,,,,,,,,,,
surname,Denis,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Denisov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Dervishi,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
surname,Devdariani,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Deville,Luxembourg,,,,,,,,,,,,,,,,,,,,
surname,Diamantis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Dias,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Diederich,Luxembourg,,,,,,,,,,,,,,,,,,,,
surname,Dijkstra,Netherlands,,,,,,,,,,,,,,,,,,,,
surname,Dimitrievski,North Macedonia,,,,,,,,,,,,,,,,,,,,
surname,Dimitriou,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Dimitrov,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Dixon,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Djokovic,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
surname,Djordjevic,Montenegro,Serbia,,,,,,,,,,,,,,,,,,,
surname,Djukanovic,Montenegro,,,,,,,,,,,,,,,,,,,,
surname,Djurhuus,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Djurisic,Montenegro,,,,,,,,,,,,,,,,,,,,
surname,Dmitriyev,Russia,,,,,,,,,,,,,,,,,,,,
surname,Dobrev,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Dobrovolsky,Russia,Ukraine,,,,,,,,,,,,,,,,,,,
surname,Doda,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
surname,Dogan,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Doherty,Northern Ireland,,,,,,,,,,,,,,,,,,,,
surname,Dolezal,Czechia,,,,,,,,,,,,,,,,,,,,
surname,Dominguez,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Dorofeyev,Russia,,,,,,,,,,,,,,,,,,,,
surname,Dosmagambetov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Douglas,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Doyle,Northern Ireland,Republic of Ireland,,,,,,,,,,,,,,,,,,,
surname,Dragomir,Moldova,Romania,,,,,,,,,,,,,,,,,,,
surname,Dragomirov,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
surname,Drazdou,Belarus,,,,,,,,,,,,,,,,,,,,
surname,Drummond,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Duarte,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Dubois,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
surname,Dubov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Dubovsky,Slovakia,,,,,,,,,,,,,,,,,,,,
surname,Duda,Poland,,,,,,,,,,,,,,,,,,,,
surname,Dudek,Poland,,,,,,,,,,,,,,,,,,,,
surname,Duffy,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Dumins,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Dumitru,Moldova,Romania,,,,,,,,,,,,,,,,,,,
surname,Dumont,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Duncan,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Dunn,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
surname,Dunne,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Dupont,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
surname,Durand,France,Monaco,,,,,,,,,,,,,,,,,,,
surname,Durmaz,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Duro,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
surname,Dvalishvili,Georgia,,,,,,,,,,,,,,,,,,,,
surname,Dvorak,Czechia,,,,,,,,,,,,,,,,,,,,
surname,Dzeko,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Eckert,Germany,,,,,,,,,,,,,,,,,,,,
surname,Edmundsson,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Edwards,Wales,,,,,,,,,,,,,,,,,,,,
surname,Egan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Egilsson,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Eglitis,Latvia,,,,,,,,,,,,,,,,,,,,
surname,Egorov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Einarsson,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Eiriksson,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Eklund,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Elbaz,Israel,,,,,,,,,,,,,,,,,,,,
surname,Eliasen,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Eliassen,Norway,,,,,,,,,,,,,,,,,,,,
surname,Eller,Estonia,,,,,,,,,,,,,,,,,,,,
surname,Ellingsgaard,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Elliott,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Ellis,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
surname,Ellul,Malta,,,,,,,,,,,,,,,,,,,,
surname,Engstrom,Sweden,,,,,,,,,,,,,,,,,,,,
surname,Erdem,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Erdogan,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Eren,Turkey,,,,,,,,,,,,,,,,,,,,
surname,Eriksen,Denmark,Norway,,,,,,,,,,,,,,,,,,,
surname,Ermakov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Esimov,Kazakhstan,,,,,,,,,,,,,,,,,,,,
surname,Esposito,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Esteban,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Esteves,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Evans,Northern Ireland,Wales,,,,,,,,,,,,,,,,,,,
surname,Evers,Germany,Netherlands,,,,,,,,,,,,,,,,,,,
surname,Eyvazov,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Fabian,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Fabre,France,Monaco,,,,,,,,,,,,,,,,,,,
surname,Falzon,Malta,,,,,,,,,,,,,,,,,,,,
surname,Farina,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Farkas,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Farrell,Northern Ireland,Republic of Ireland,,,,,,,,,,,,,,,,,,,
surname,Farrugia,Malta,,,,,,,,,,,,,,,,,,,,
surname,Farzaliyev,Azerbaijan,,,,,,,,,,,,,,,,,,,,
surname,Faure,France,Monaco,,,,,,,,,,,,,,,,,,,
surname,Fedorov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Fekete,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Feltes,Luxembourg,,,,,,,,,,,,,,,,,,,,
surname,Fenech,Malta,,,,,,,,,,,,,,,,,,,,
surname,Ferguson,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
surname,Ferhatovic,Bosnia,,,,,,,,,,,,,,,,,,,,
surname,Fernandes,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Fernandez,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Ferrara,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Ferrari,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Ferreira,Luxembourg,Portugal,,,,,,,,,,,,,,,,,,,
surname,Ferretti,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Fiala,Czechia,,,,,,,,,,,,,,,,,,,,
surname,Filatov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Filipenka,Belarus,,,,,,,,,,,,,,,,,,,,
surname,Filippov,Russia,,,,,,,,,,,,,,,,,,,,
surname,Finch,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Finnbogason,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Fischer,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
surname,Fisher,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Fitzgerald,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Fleming,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Fletcher,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
surname,Fleury,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Flynn,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
surname,Fodor,Hungary,,,,,,,,,,,,,,,,,,,,
surname,Fonseca,Portugal,,,,,,,,,,,,,,,,,,,,
surname,Fontana,Italy,San Marino,,,,,,,,,,,,,,,,,,,
surname,Forbes,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Ford,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Foster,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Fotiadis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
surname,Fournier,France,Monaco,,,,,,,,,,,,,,,,,,,
surname,Fox,England,Gibraltar,,,,,,,,,,,,,,,,,,,
surname,Franco,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
surname,Francois,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
surname,Frandsen,Denmark,,,,,,,,,,,,,,,,,,,,
surname,Frank,Germany,,,,,,,,,,,,,,,,,,,,
surname,Fraser,Scotland,,,,,,,,,,,,,,,,,,,,
surname,Frederiksen,Faroe Islands,,,,,,,,,,,,,,,,,,,,
surname,Fredriksen,Norway,,,,,,,,,,,,,,,,,,,,
surname,Frey,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,,
surname,Fridriksson,Iceland,,,,,,,,,,,,,,,,,,,,
surname,Friedman,Israel,,,,,,,,,,,,,,,,,,,,
surname,Friedrich,Germany,,,,,,,,,,,,,,,,,,,,
surname,Frisch,Luxembourg,,,,,,,,,,,,,,,,,,,,
surname,Gabay,Israel,,,,,,,,,,,,,,,,,,,,
